ocr_text,document_type
"valid until 21/10/1988
identification card issued by departmcnt of motor vehicles
passport no 01339380
driving license number 391244293151",Government ID
"electricity bill
proof of residence
consumer number 5750238640",Address Proof
"brazilian  document confirming the termination of an employment contract
data do aviso prévio 02/07/2019",Termo de Rescisão
"número de identificação social nis 164043
número do cadúnico 416014
renda familiar 2879.48
cadastro únic0 para programas sociais",CadÚnico Registration
"brazilian general registry identity card with photo
filiaçã0 rohan mehta",RG (ID)
"g0vernment issued personal identification number for benefits and tax purposes
this card belongs to john silva",Social Security Number
printcd  record of account balance issued by a financial institution,Bank Statement
"recent e@rnings statement from an employer showing pay and deductions
employee id 94932008",Last Pay Stubs
brazilian medical report assessing degree of disability,Medical/Disability Report
"electricity bill
utility connection valid for rua das flores 88 sao paulo
residential certificate issued to vikram rao
proof 0f residence
billing address 12 main st springfield
c0nsumer number 6253235533",Address Proof
"this  is to certify that james carter w@s born on 20/05/2018
registration no 4068687758
municip@l corporation 8irth registry
sex male/female
certificate of birth
place of birth 78 andheri east mumbai",Birth Certificate
"valid for one year from date of issue
certificate of annual income
issued by tehsildar office
this is to certify that mr/mrs james carter 
",Income Certificate
"rg númcro 1283371976
secretaria de segurança pública
filiaçã0 sarah johnson
registro gcral",RG (ID)
hospital discharge summary with diagnosis and treating doctor name,Medical Records
passport  or driving license used t0 verify identity,Government ID
"electricity  or water bill showing a resident's address in br@zil
comprovante de residência 
",Comprovante de Residência
"unique identification number issued to indian residents by uidai
gender male 
",Aadhaar Card
"rental agreement or bi11 confirming where someone lives
utility bill service address 221b baker street",Proof of Residency
"diagnosis 221b baker street
date of visit 01/08/2001
patient medical rccord
attending physician james carter
treatment summary discharge notes 
",Medical Records
"monthly summary of deposits withdrawals and balance from a bank account
account statement 
",Bank Statement
"family entitlement card for the pub1ic food distribution scheme
catcgory bpl/apl",Ration Card
"certificate  of annual income
issued by tehsildar office
has an annual income of rs 782.41
this is to certify that mr/mrs fernand@ lima
valid for one year from date of issue",Income Certificate
electricity  or water bill showing a resident's address in brazil,Comprovante de Residência
"consumer  number 164535
utility connection valid for 12 main st springficld
billing address 78 andheri east mumb@i
pro0f of residence
electricity bill",Address Proof
summary of a person's past jobs and cmployment dates,Work History
"official document stating a person's ycarly earnings issued by a revenue officer
valid for one year from date of issue",Income Certificate
"fair price shop
category bpl/apl
ration card no 685629
state food civil supplies department
card type: above poverty line",Ration Card
"bpl card holder john silva
issued by gram p@nchayat office
family income below poverty line threshold
bpl survey no 269479890630
below povcrty line certificate",BPL Certificate
government  document c0nfirming date and place 0f birth,Birth Certificate
"5alary slip for the month of january
net payable 448.34
pay pcriod 26/05/1994",Income Proof
"school record or certificate showing date of birth for age verification
age proof issued by 300 lakcview ave chicago municipa1ity",Age Proof
"has an annual income of rs 4405.01
this is to certify that mr/mrs jamcs carter
issucd by tehsildar office
valid for onc year from datc of issue",Income Certificate
"p@y  period 07/06/1972
basic sal@ry hra deductions
salary slip for the month of fevcreiro",Income Proof
"avaliação de deficiência
médico responsável rohan mchta
percentual de incapacidade 79%
laudo médico",Medical/Disability Report
"passport no 5121758969
valid until 10/12/1985
driving license number 43059735
photo idcntification d0cument
identification card issued by dep@rtment of motor vehicles 
",Government ID
"this card shows my sus number for the brazilian public health system
ministério da saúdc",Cartão Nacional de Saúde
"cpf  número 2551746572
cadastro de pessoas físicas
receita federa1 do brasil
nome completo rohan meht@",CPF
"age proof issued by 221b baker street municipality
certificate of age
school leaving certificate
date of birth as per school records 12/05/1999 
",Age Proof
"agc proof issued by 12 main st springfie1d municipality
date 0f birth as per schoo1 records 04/04/2024
certificate of agc 
",Age Proof
"clinical notes from a doctor's visit or hospital stay
attcnding physician maria souza",Medical Records
"annual wage statement issued by an employer for tax filing 
",Proof of Income
"dates of employment 19/06/2001 to 19/06/2001
employer carlos rodrigues position rua das flores 88 sao paulo
employment history summary
work history verification letter",Work History
"unique  identification number issucd to indian residents by uidai
enrolment no 70737514 
",Aadhaar Card
"registration no 7599607589
this is to certify th@t rohan mehta was born on 25/08/1989
certificate of 8irth
5ex male/femalc",Birth Certificate
"cadastro  único para programas sociais
número do cadúnico 89137066
rend@ familiar 6813.74
número dc identificação social nis 699162",CadÚnico Registration
"employer vikram rao position rua das flores 88 sao p@u1o
dates of empl0yment 17/03/2019 to 17/03/2019
work history verific@tion lettcr 
",Work History
"electricity bill
proof of residence
utility connection valid for 45 mg r0ad bengaluru
8illing address 12 main st springfield",Address Proof
government-issued proof of annual f@mily income,Income Certificate
"medical bo@rd assessment
issucd by district hospital
udid number 370941
disability type: locomotor/visual/hearing
percentage of disability 13%",Disability Certificate
"rg número 487061
registro geral
filiação priya nair
secretaria de seguranç@ pública",RG (ID)
"government of india unique idcntification authority of india
gender malc
do8 04/06/1991 
",Aadhaar Card
"official  work permit document used in brazil for formal employment
d@ta de admissão 15/08/1980",Carteira de Trabalho
"rental agreement 0r bil1 confirming where someone lives
pr0perty address 12 main st springficld",Proof of Residency
"transaction history showing acc0unt activity over a period
opening ba1ance 7885.21 closing balance 7885.21",Bank Statement
"social  security card issued
social security number 679595
this card bel0ngs to priya nair",Social Security Number
"aadhaar  no 9557121343
enrolment no 705976
dob 19/12/1982
government of india unique identification authority of india",Aadhaar Card
"registro geral
carteira de identidade
rg número 127139863691
filiação carlos rodrigues",RG (ID)
"filiação anita desai
secretaria de segurança pública
rcgistro geral
carteira de identidade
rg númer0 80946787",RG (ID)
governmcnt-issued  pr0of of annual family income,Income Certificate
"comp@nhia  de energia elétrica
fatura referente ao mês february
conta de luz endereço 221b baker street
comprovante de residência",Comprovante de Residência
"bpl card holder john silva
below poverty line certificate
bpl survey no 230046338129",BPL Certificate
brazilian document confirming the termination of an employment contract,Termo de Rescisão
"cid a0ehh5
laudo médic0
médico responsável anita desai
pcrcentua1 de incapacidade 34%
avaliação de deficiência",Medical/Disability Report
"treatment summary discharge notes
patient medical record
diagnosis 221b baker street
date 0f visit 07/05/1998
attending physician fernanda lima 
",Medical Records
paystub  listing salary breakdown for the pay period,Income Proof
"consumer number 712836678247
utility connection valid for 221b baker street
billing address 300 lakeview ave chicago",Address Proof
"númcro  de identificação s0cial nis 6417946714
número do cadúnico 35965635
renda fami1iar 5703.64
cadastro único p@ra programas sociais",CadÚnico Registration
